0.0730122	-0.20683242	-0.25239292	-0.01966413	0.24447781	-0.07559436	0.14684874	-0.27525023	0.34952703	-0.08400917	0.104459964	-0.18379864	-0.2728948	-0.009557898	0.025401443	-0.06453158	0.16016638	0.20239656	0.13595913	-0.31668958	0.06322016	-0.054070197	-0.1270308	-0.17441814	-0.077118196	0.2808867	0.1545082	0.22868642	0.17914228	0.098192394	0.1698488	-0.035011027
0.1413928	-0.005656198	0.018705254	-0.15101227	0.106441095	0.0917657	-0.06953333	-0.03463043	-0.13209145	0.17537737	-0.004795248	-0.2858115	0.21285488	0.13137987	-0.07323899	-0.110987835	-0.38547316	-0.34906748	-0.059674952	-0.15665641	-0.18328625	0.04756341	-0.32093453	0.25300193	0.021194864	-0.11980677	-0.30367973	0.20567596	0.12517408	-0.1957323	0.07701628	0.10112814
-0.37518117	-0.21171817	-0.17135727	0.22258624	0.09282749	-0.13898447	-0.255654	0.15207787	0.029543398	-0.09605685	0.023394084	0.027847596	0.39458668	-0.031127853	-0.03227306	0.032717288	-0.22113937	0.33257276	0.14436547	-0.023976369	-0.19976504	0.14041515	0.023932295	0.27900967	0.030458052	0.04558398	0.03977967	0.032051604	0.12848847	0.030198082	-0.22486055	0.23731878
-0.10005223	0.096180946	0.29029834	-0.21891499	0.021254567	0.12765652	-0.1378815	0.08483423	-0.5831473	0.043892633	0.19800207	0.0031164256	0.032010555	0.026776485	0.064548194	-0.013772334	-0.06605422	-0.008160707	-0.15785956	-0.12501706	0.06679647	-0.050564334	-0.27281138	0.3267678	-0.14567703	0.0018163233	-0.26396158	0.21967688	0.024583753	0.16107838	0.1347642	0.034856256
-0.13739783	0.12703773	0.074154936	-0.43537685	-0.21580987	-0.11271938	0.19602002	-0.07121123	-0.5005479	-0.032920994	-0.0016175827	-0.103333086	0.048144918	0.076207615	0.097698025	0.072523445	0.035196964	0.07689104	-0.009241006	0.33331442	-0.07535743	-0.07788374	0.03208845	0.027607152	-0.3154519	-0.10738258	0.19756323	0.02128413	-0.09594052	-0.010935662	-0.05649582	0.29496077
0.005198317	0.16306138	-0.04715769	-0.0045498544	-0.019507118	0.13372113	-0.107464105	-0.055191066	0.023664173	-0.11768634	0.1660206	-0.10654531	-0.0859611	-0.07558729	-0.10310063	0.10169932	0.42052725	-0.0439129	-0.124214925	0.28147894	-0.28014624	-0.20674273	0.08067259	0.1881854	-0.13111694	-0.23890856	-0.310764	-0.090966985	0.19438608	-0.35584882	0.13401869	-0.22980803
0.084478796	0.18003015	0.26773363	0.20375	-0.32169592	-0.14490058	-0.04422703	-0.31554332	-0.133872	-0.03197131	-0.14405277	-0.17710158	-0.22181234	0.096419215	0.0067794826	-0.06938242	0.24584638	-0.044223454	0.1195204	0.053279065	0.0055282246	0.15401928	0.14517216	0.20419933	0.36286592	0.13281254	-0.18941994	-0.088575445	-0.021033207	-0.08033849	-0.19974701	0.284526
-0.307831	-0.02988549	0.08578671	-0.14004882	-0.20233528	-0.120299906	-0.19251847	-0.16281992	-0.075694606	0.09446262	0.17456639	0.25796792	0.029957032	0.0066640633	-0.24392432	-0.13263884	-0.41590282	0.14505173	0.010305224	0.04793679	-0.21431512	0.017726954	0.2525627	-0.19879356	0.061158694	0.051290747	0.0012311972	0.23087884	0.10288594	-0.043097276	-0.37855968	-0.085331716
-0.064890824	0.014298164	-0.047995668	-0.056342732	0.035329826	-0.11044722	-0.15533365	-0.061938167	-0.06885041	0.13890007	0.07317249	-0.06459592	-0.07660948	0.04629452	-0.0007625859	-0.24586704	0.016673567	-0.027560469	-0.47896826	0.14501683	0.15789327	-0.1424498	0.20443028	0.45766017	0.27043042	-0.10171104	0.23212183	-0.03940225	-0.2479998	-0.1753921	0.20406197	-0.1609591
-0.14907749	0.021561248	0.34155953	0.12332305	-0.15337645	0.0043296022	-0.17709737	-0.07046773	-0.113045804	0.040591054	-0.06881508	-0.008132674	0.120838344	-0.13023955	-0.27381688	0.26411778	-0.016570212	0.23727877	-0.1555864	0.2557345	-0.02515265	0.02763024	-0.30086786	0.16300924	-0.09208626	0.031281985	-0.0757787	0.26505607	0.07281029	0.41064143	0.08996575	-0.24060474
